tag.ID,capture.date,stat.week,tag.group,card.no,fish.no,swim.dir,time.in,sex,length,time.out,species,notes,age,lat,long,mesh.size,secchi.dis,secchi.re,air.temp,water.temp,wind.sp,wind.dir,cloud.cov
1930,8/24/2021,35,3,11,4,N,10:33,M,534,10:39,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
1935,8/12/2020,33,1,15,2,N,11:17,M,518,11:30,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
1950,8/24/2021,35,3,11,5,N,10:34,F,550,10:41,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
1955,8/12/2020,33,1,15,3,S,11:17,F,526,11:30,coho,,1.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
1970,8/24/2021,35,3,11,6,S,10:35,F,599,10:43,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
1975,8/12/2020,33,1,15,4,S,11:23,M,518,11:30,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
1990,8/24/2021,35,3,11,7,N,10:36,F,573,10:46,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
1995,8/12/2020,33,1,15,5,N,11:25,M,553,11:33,coho,,4,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2010,8/24/2021,35,3,11,8,S,10:55,M,527,11:02,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2015,8/12/2020,33,1,15,6,S,11:27,M,519,11:36,coho,,1.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2030,8/24/2021,35,3,11,9,S,11:06,F,571,11:15,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2035,8/12/2020,33,1,15,7,S,11:29,M,578,11:38,sockeye,,7,64.02222,-160.88222,SN,0.6,0.5,NA,57,3,SW,20
2050,8/24/2021,35,3,11,10,N,11:07,M,541,11:17,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2055,8/12/2020,33,1,15,8,S,11:45,M,543,11:52,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2070,8/24/2021,35,3,11,11,N,11:07,F,623,11:20,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2075,8/12/2020,33,1,15,9,S,11:47,F,545,11:51,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2090,8/24/2021,35,3,12,1,N,11:09,F,561,11:22,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2095,8/12/2020,33,1,15,10,N,11:48,M,545,11:55,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2110,8/24/2021,35,3,12,2,N,11:09,F,556,11:25,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2115,8/12/2020,33,1,16,2,N,11:48,M,502,12:02,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2130,8/24/2021,35,3,12,3,N,11:10,M,503,11:28,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2135,8/12/2020,33,1,16,1,N,11:50,F,491,12:02,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2150,8/24/2021,35,3,12,4,N,11:37,M,521,11:45,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2155,8/12/2020,33,1,16,3,N,11:50,M,561,12:03,coho,,3.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2170,8/24/2021,35,3,12,5,N,11:37,M,560,11:48,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2175,8/12/2020,33,1,16,4,N,11:56,M,499,12:05,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2190,8/24/2021,35,3,12,6,N,11:37,F,561,11:54,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2195,8/12/2020,33,1,16,5,S,11:58,F,575,12:07,coho,,3.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2210,8/24/2021,35,3,12,7,N,11:37,F,570,11:56,coho,,,63.99048,-160.89789,5-5/8 in,NA,NA,NA,NA,4,E,95
2215,8/12/2020,33,1,16,6,N,11:58,M,555,12:10,coho,,3.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2230,8/24/2021,35,3,13,1,S,12:49,F,556,12:54,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2235,8/12/2020,33,1,16,7,S,11:59,F,503,12:13,coho,,3,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2250,8/24/2021,35,3,13,2,N,12:56,M,489,13:08,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2255,8/12/2020,33,1,16,8,N,12:16,M,564,12:24,chinook,,7,64.02222,-160.88222,SN,0.6,0.5,NA,57,3,SW,20
2270,8/24/2021,35,3,13,3,N,13:00,F,559,13:10,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2275,8/12/2020,33,1,16,9,N,12:18,F,542,12:24,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,3,SW,20
2290,8/24/2021,35,3,13,4,N,13:00,M,559,13:16,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2295,8/12/2020,33,1,16,10,N,12:19,M,513,12:52,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,4,N,15
2310,8/24/2021,35,3,13,5,N,13:22,F,565,13:29,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2315,8/12/2020,33,1,17,1,S,12:19,F,518,12:28,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,4,N,15
2330,8/24/2021,35,3,13,6,N,13:34,M,629,13:46,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2335,8/12/2020,33,1,17,2,N,12:19,F,509,12:30,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,4,N,15
2350,8/24/2021,35,3,13,7,S,13:35,M,638,12:42,coho,big lump on left side,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2355,8/12/2020,33,1,17,3,N,12:35,F,568,12:42,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,4,N,15
2370,8/24/2021,35,3,13,8,S,14:06,M,598,14:13,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2375,8/12/2020,33,1,17,4,S,12:44,F,532,12:48,coho,,1.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,4,N,15
2390,8/24/2021,35,3,13,9,S,14:06,M,565,14:18,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2395,8/12/2020,33,1,17,5,N,12:46,M,495,12:50,coho,,2.1,63.95433,-160.85193,SN,0.6,0.5,NA,57,4,N,15
2410,8/24/2021,35,3,13,10,S,14:28,F,529,14:34,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2415,8/17/2020,34,1,18,1,S,13:37,M,510,13:43,coho,,1.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2430,8/24/2021,35,3,14,1,S,14:42,M,540,14:50,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2435,8/17/2020,34,1,18,2,N,13:48,M,565,13:53,coho,,4,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2450,8/24/2021,35,3,14,2,S,14:43,F,563,14:51,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2455,8/17/2020,34,1,18,3,N,13:57,M,567,14:06,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2470,8/24/2021,35,3,14,3,N,15:03,F,603,15:20,coho,,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2475,8/17/2020,34,1,18,4,N,13:59,M,564,14:06,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2490,8/24/2021,35,3,14,4,S,15:07,M,510,15:22,coho,bad scales,,63.91177,-160.81755,5-5/8 in,1.2,1,NA,NA,3,NW,90
2495,8/17/2020,34,1,18,5,N,13:59,F,528,14:09,coho,,3,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2515,8/17/2020,34,1,18,6,S,14:02,F,527,14:11,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2535,8/17/2020,34,1,18,7,N,14:02,M,594,14:13,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2555,8/17/2020,34,1,18,8,N,14:03,F,530,14:15,coho,,1.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2575,8/17/2020,34,1,18,9,N,14:18,F,548,14:25,coho,,3.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2595,8/17/2020,34,1,18,10,N,14:18,M,553,14:25,coho,,3.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2615,8/17/2020,34,1,19,1,N,14:20,F,563,14:28,coho,,3.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2635,8/17/2020,34,1,19,2,N,14:21,F,539,14:31,coho,,1.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2655,8/17/2020,34,1,19,3,N,14:21,F,561,14:33,coho,,1.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2675,8/17/2020,34,1,19,4,S,14:47,F,559,14:54,coho,,1.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2695,8/17/2020,34,1,19,5,S,14:52,M,491,14:54,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2715,8/17/2020,34,1,19,6,S,14:57,M,528,15:03,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2735,8/17/2020,34,1,19,7,N,14:58,M,539,15:04,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2755,8/17/2020,34,1,19,8,N,14:58,F,578,15:05,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2775,8/17/2020,34,1,19,9,S,15:15,M,549,15:19,coho,,1.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2795,8/17/2020,34,1,19,10,S,15:28,F,548,15:32,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2815,8/17/2020,34,1,20,1,N,15:29,F,539,15:34,coho,,2.1,63.95427,-160.8533,SN,1.3,1,72,58,15,SE,0
2835,8/18/2020,34,1,21,1,N,11:07,M,573,11:15,coho,,2.1,63.95477,-160.85222,44689,1.9,1.6,62,58,2,SE,0
2855,8/18/2020,34,1,21,2,N,11:10,F,468,11:15,coho,,1.1,63.95477,-160.85222,44689,1.9,1.6,62,58,2,SE,0
2875,8/18/2020,34,1,21,3,N,11:17,F,478,11:25,coho,,3.1,63.95477,-160.85222,44689,1.9,1.6,62,58,2,SE,0
2895,8/18/2020,34,1,21,4,N,11:18,M,529,11:25,coho,,2.1,63.95477,-160.85222,44689,1.9,1.6,62,58,2,SE,0
2915,8/18/2020,34,1,21,5,N,11:18,M,561,11:25,coho,,2.1,63.95477,-160.85222,44689,1.9,1.6,62,58,2,SE,0
2935,8/18/2020,34,1,21,6,N,11:20,M,554,11:27,coho,,3.1,63.95477,-160.85222,44689,1.9,1.6,62,58,2,SE,0
2955,8/18/2020,34,1,21,7,N,11:29,F,503,11:35,coho,,2.1,63.95477,-160.85222,44689,1.9,1.6,62,58,2,SE,0
2975,8/18/2020,34,1,21,8,N,11:29,M,553,11:35,coho,,3,63.95477,-160.85222,44689,1.9,1.6,62,58,2,SE,0
2995,8/18/2020,34,1,21,9,S,11:30,F,547,11:35,coho,,3,63.95477,-160.85222,44689,1.9,1.6,62,58,2,SE,0
3015,8/18/2020,34,1,21,10,N,11:39,F,571,11:45,coho,,2.1,63.95477,-160.85222,44689,1.9,1.6,62,58,2,SE,0
3035,8/18/2020,34,1,22,1,N,11:39,F,543,11:46,coho,,1.1,63.95477,-160.85222,44689,1.9,1.6,62,58,2,SE,0
3055,8/18/2020,34,1,22,2,N,11:50,M,531,12:01,coho,,2.1,63.95477,-160.85222,44689,1.9,1.6,62,58,2,SE,0
3075,8/18/2020,34,1,22,3,N,11:51,F,566,12:01,coho,,2.1,63.95477,-160.85222,44689,1.9,1.6,62,58,2,SE,0
3095,8/18/2020,34,1,22,4,S,11:53,M,557,12:01,coho,,2.1,63.95477,-160.85222,44689,1.9,1.6,62,58,2,SE,0
3115,8/18/2020,34,1,22,5,S,11:56,M,544,12:02,coho,,2.1,63.95477,-160.85222,44689,1.9,1.6,62,58,2,SE,0
3135,8/18/2020,34,1,22,6,N,12:06,M,551,12:16,coho,,1.1,63.95477,-160.85222,44689,1.9,1.6,62,58,2,SE,0
3155,8/18/2020,34,1,22,7,N,12:10,M,525,12:16,coho,,3,63.95477,-160.85222,44689,1.9,1.6,62,58,2,SE,0
3175,8/18/2020,34,1,22,8,S,12:12,M,526,12:16,coho,,1.1,63.95477,-160.85222,44689,1.9,1.6,62,58,2,SE,0
3195,8/18/2020,34,1,22,9,N,12:20,F,569,12:28,coho,,2.1,63.95477,-160.85222,44689,1.9,1.6,62,58,2,SE,0
3215,8/24/2020,35,1,23,1,N,10:54,M,558,11:01,coho,,1.1,63.95417,-160.85283,44689,0.5,0.3,58,57,5,S,90
3235,8/24/2020,35,1,23,2,N,10:56,M,530,11:01,coho,,3,63.95417,-160.85283,44689,0.5,0.3,58,57,5,S,90
3255,8/24/2020,35,1,23,3,N,10:56,F,527,11:04,coho,,2.1,63.95417,-160.85283,44689,0.5,0.3,58,57,5,S,90
3275,8/24/2020,35,1,23,4,N,11:12,M,494,11:16,coho,,1.1,63.95417,-160.85283,44689,0.5,0.3,58,57,5,S,90
3295,8/24/2020,35,1,23,5,N,11:20,M,573,11:27,coho,,2.1,63.95417,-160.85283,44689,0.5,0.3,58,57,5,S,90
3315,8/24/2020,35,1,23,6,N,11:23,F,588,11:28,coho,,2.1,63.95417,-160.85283,44689,0.5,0.3,58,57,5,S,90
3335,8/24/2020,35,1,23,7,S,12:19,M,504,12:23,coho,,2.1,63.95417,-160.85283,44689,0.5,0.3,58,57,5,S,90
3355,8/24/2020,35,1,23,8,N,13:10,M,551,13:15,coho,,1.1,63.95417,-160.85283,44689,0.5,0.3,58,57,5,S,90
3375,8/24/2020,35,1,23,9,N,13:11,M,554,13:16,coho,,1.1,63.95417,-160.85283,44689,0.5,0.3,58,57,5,S,90
3395,8/24/2020,35,1,23,10,S,13:28,F,512,13:31,coho,,3,63.95417,-160.85283,44689,0.5,0.3,58,57,5,S,90
3415,8/24/2020,35,1,24,1,,14:29,F,525,14:39,coho,,2.1,63.95417,-160.85283,44689,0.5,0.3,58,57,5,S,90
3435,8/24/2020,35,1,24,2,S,14:29,M,584,14:39,coho,,3,63.95417,-160.85283,44689,0.5,0.3,58,57,5,S,90
3455,8/24/2020,35,1,24,3,N,14:30,M,503,14:39,coho,,3.1,63.95417,-160.85283,44689,0.5,0.3,58,57,5,S,90
3475,8/24/2020,35,1,24,4,S,14:34,M,528,14:42,coho,,2.1,63.95417,-160.85283,44689,0.5,0.3,58,57,5,S,90
3495,8/24/2020,35,1,24,5,S,14:34,M,546,14:45,coho,,3,63.95417,-160.85283,44689,0.5,0.3,58,57,5,S,90
3515,8/24/2020,35,1,24,6,S,15:07,M,503,15:11,coho,,1.1,63.95417,-160.85283,44689,0.5,0.3,58,57,5,S,90
3535,8/25/2020,35,1,25,1,S,13:52,F,550,13:58,coho,,2.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3555,8/25/2020,35,1,25,2,S,13:54,M,522,13:59,coho,,1.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3575,8/25/2020,35,1,25,3,N,13:56,M,516,14:02,coho,,2.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3595,8/25/2020,35,1,25,4,S,14:07,M,584,14:10,coho,,1.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3615,8/25/2020,35,1,25,5,S,14:12,M,497,14:15,coho,,1.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3635,8/25/2020,35,1,25,6,N,14:21,M,574,14:25,sockeye,,7,64.02583,-160.88361,44689,1.25,1,63,57,5,S,50
3655,8/25/2020,35,1,25,7,S,14:40,M,561,14:46,coho,,1.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3675,8/25/2020,35,1,25,8,S,14:42,F,555,14:46,coho,,1.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3695,8/25/2020,35,1,25,9,N,15:00,F,579,15:03,coho,,2.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3715,8/25/2020,35,1,25,10,S,15:38,M,522,15:41,coho,,1.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3735,8/25/2020,35,1,26,1,N,15:39,F,550,15:43,coho,,1.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3755,8/25/2020,35,1,26,2,N,15:51,M,558,15:58,coho,,1.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3775,8/25/2020,35,1,26,3,N,15:54,F,559,15:58,coho,,2.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3795,8/25/2020,35,1,26,4,S,15:55,F,533,15:58,coho,,2.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3815,8/25/2020,35,1,26,5,N,16:01,M,558,15:04,coho,3815 and 3915 were confused - not sure which ended up on which fish,2.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3835,8/25/2020,35,1,26,7,N,16:10,M,562,15:16,coho,,1.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3855,8/25/2020,35,1,26,8,S,16:18,M,558,15:22,coho,,4,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3875,8/25/2020,35,1,26,9,N,16:19,M,486,15:22,coho,,1.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3895,8/25/2020,35,1,26,10,N,16:29,M,552,16:37,coho,,1.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3915,8/25/2020,35,1,26,6,S,16:09,F,564,15:16,coho,3815 and 3915 were confused - not sure which ended up on which fish,3.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3935,8/25/2020,35,1,27,1,N,16:30,M,493,16:37,coho,,2.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3955,8/25/2020,35,1,27,2,N,16:32,F,536,16:38,coho,,2.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3975,8/25/2020,35,1,27,3,S,16:33,M,564,16:39,coho,,1.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
3995,8/25/2020,35,1,27,4,N,16:35,M,569,16:41,coho,,2.1,63.95455,-160.85202,44689,1.25,1,63,57,5,S,50
4015,7/31/2020,31,2,1,1,S,10:20,M,533,10:30,coho,Missing 1 scale,2.1,64.30035,-161.10313,44750,0.5,0.25,NA,58,5,S,100
4035,7/31/2020,31,2,1,2,S,10:21,M,464,10:30,coho,Missing 1 scale,2.1,64.30035,-161.10313,44750,0.5,0.25,NA,58,5,S,100
4055,7/31/2020,31,2,1,3,S,11:13,M,569,11:20,coho,,1.1,64.30035,-161.10313,44750,0.5,0.25,NA,58,5,S,100
4075,7/31/2020,31,2,2,1,S,13:00,M,561,13:05,coho,,2.1,64.27227,-161.04572,44750,0.5,0.25,NA,58,5,S,100
4095,7/31/2020,31,2,2,2,S,14:32,M,573,14:42,chinook,,7,64.31847,-161.1344,44750,0.25,0.1,NA,57,5,SW,100
4110,8/2/2021,32,1,1,1,S,18:56,M,533,19:03,coho,,,64.20762,-160.95227,5-7/8 in,1,0.8,NA,61,NA,,25
4115,7/31/2020,31,2,2,3,N,15:56,M,482,16:01,chinook,,7,64.31847,-161.1344,44750,0.25,0.1,NA,57,5,SW,100
4130,8/2/2021,32,1,1,2,S,18:57,M,554,19:06,coho,,,64.20762,-160.95227,5-7/8 in,1,0.8,NA,61,NA,,25
4135,7/31/2020,31,2,3,1,N,20:51,F,491,20:54,coho,,3,64.30087,-161.10278,44750,1,0.7,NA,57,2,N,100
4150,8/3/2021,32,1,2,1,S,11:11,M,554,11:23,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,NA,54.56,5,NW,0
4155,8/1/2020,32,2,3,2,S,12:24,F,549,12:30,coho,,2.1,64.27188,-161.04538,44750,1,0.75,NA,57,20,NE,25
4170,8/3/2021,32,1,2,2,S,11:11,M,525,11:28,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,NA,54.56,5,NW,0
4175,8/5/2020,32,2,4,1,N,10:05,M,522,10:12,coho,,2.1,64.20107,-160.95113,44750,1,0.75,51,54,NA,,85
4190,8/3/2021,32,1,2,3,S,11:33,F,576,11:45,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,NA,54.56,5,NW,0
4195,8/5/2020,32,2,4,2,S,10:30,F,554,10:35,coho,,2.1,64.20107,-160.95113,44750,1,0.75,51,54,NA,,85
4210,8/3/2021,32,1,2,4,S,11:53,F,524,12:10,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,NA,54.56,5,NW,0
4215,8/5/2020,32,2,4,3,N,12:15,M,502,12:21,coho,,2.1,64.2434,-160.99139,44750,1,0.75,58,53,5,N,75
4230,8/3/2021,32,1,2,5,N,11:53,F,540,12:12,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,NA,54.56,5,NW,0
4235,8/5/2020,32,2,4,4,N,12:33,M,564,12:37,coho,,2.1,64.2434,-160.99139,44750,1,0.75,58,53,5,N,75
4250,8/3/2021,32,1,2,6,N,12:16,F,560,12:27,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,NA,54.56,5,NW,0
4255,8/5/2020,32,2,4,5,N,13:32,M,579,13:37,coho,,1.1,64.27306,-161.04833,SN,1,0.75,NA,58,NA,,90
4270,8/3/2021,32,1,2,7,N,12:16,F,545,12:31,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,NA,54.56,5,NW,0
4275,8/5/2020,32,2,4,6,S,14:55,F,505,15:00,coho,,2.1,64.18247,-160.95675,44689,1.5,1.25,NA,59,NA,,50
4290,8/3/2021,32,1,2,8,N,12:41,F,536,12:47,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,NA,54.56,5,NW,0
4295,8/6/2020,32,2,5,1,S,8:48,M,509,8:53,coho,,3.1,64.30087,-161.10278,44689,1.5,1.25,54,56,5,SE,100
4310,8/3/2021,32,1,2,9,S,12:54,M,564,13:00,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,NA,54.56,5,NW,0
4315,8/6/2020,32,2,5,2,S,9:06,F,521,9:11,coho,,2.1,64.30087,-161.10278,44689,1.5,1.25,54,56,5,SE,100
4330,8/3/2021,32,1,2,10,S,13:08,F,539,13:16,coho,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,NA,54.56,5,NW,0
4335,8/6/2020,32,2,5,3,S,9:45,F,576,9:50,coho,,3,64.30087,-161.10278,44689,1.5,1.25,54,56,5,SE,100
4350,8/3/2021,32,1,3,1,N,13:22,M,520,13:28,coho,"""dang ole seal""",,64.18202,-160.95561,5-7/8 in,0.9,0.7,NA,54.56,5,NW,0
4355,8/7/2020,32,2,6,1,S,9:25,M,602,9:30,coho,,3,64.318,-161.13549,44689,1.2,0.8,57,57,10,S,100
4370,8/3/2021,32,1,3,2,N,15:12,M,591,15:22,coho,,,64.28779,-161.07721,5-7/8 in,0.9,0.7,NA,60.37,1,W,0
4375,8/7/2020,32,2,6,2,S,10:20,M,503,10:30,coho,,2.1,64.28751,-161.07744,SN,1.5,1.3,57,57,5,S,75
4390,8/3/2021,32,1,3,3,N,15:14,M,518,15:23,coho,,,64.28779,-161.07721,5-7/8 in,0.9,0.7,NA,60.37,1,W,0
4395,8/7/2020,32,2,6,3,S,10:21,M,552,10:30,coho,,2.1,64.28751,-161.07744,SN,1.5,1.3,57,57,5,S,75
4410,8/3/2021,32,1,3,4,N,15:28,M,567,15:38,coho,,,64.28779,-161.07721,5-7/8 in,0.9,0.7,NA,60.37,1,W,0
4415,8/7/2020,32,2,6,4,N,12:57,M,486,13:08,coho,Missing 1 scale,1.1,64.20131,-160.95188,SN,2.5,2,57,57,1,S,90
4430,8/3/2021,32,1,3,5,N,15:30,M,540,15:42,coho,,,64.28779,-161.07721,5-7/8 in,0.9,0.7,NA,60.37,1,W,0
4435,8/7/2020,32,2,6,5,N,13:30,M,501,13:35,coho,,1.1,64.20131,-160.95188,SN,2.5,2,57,57,1,S,90
4450,8/7/2021,32,1,4,1,S,16:25,M,532,16:31,coho,,,64.3179,-161.13464,5-7/8 in,0.5,0.2,60,57.08,10,SE,25
4455,8/7/2020,32,2,6,6,S,14:05,F,568,14:10,coho,,3,64.20131,-160.95188,44750,2.5,2,57,57,1,S,90
4470,8/8/2021,33,1,5,1,N,10:36,M,574,10:42,coho,,,64.28828,-161.07637,5-7/8 in,1,0.8,NA,56,10,W,100
4475,8/7/2020,32,2,6,7,S,14:05,M,549,14:10,coho,,3.1,64.20131,-160.95188,44750,2.5,2,57,57,1,S,90
4490,8/8/2021,33,1,5,2,N,10:36,M,582,10:46,coho,,,64.28828,-161.07637,5-7/8 in,1,0.8,NA,56,10,W,100
4495,8/7/2020,32,2,6,8,S,14:20,M,515,14:25,coho,,1.1,64.20131,-160.95188,44750,2.5,2,57,57,1,S,90
4510,8/8/2021,33,1,5,3,N,11:03,M,558,11:09,coho,,,64.28828,-161.07637,5-7/8 in,1,0.8,NA,56,10,W,100
4515,8/7/2020,32,2,6,9,S,15:05,M,511,15:15,coho,Needed rehab,3,64.20131,-160.95188,44750,2.5,2,57,57,1,S,90
4530,8/8/2021,33,1,5,4,S,11:25,F,493,11:31,coho,,,64.28828,-161.07637,5-7/8 in,1,0.8,NA,56,10,W,100
4535,8/10/2020,33,2,7,1,S,9:23,F,558,9:28,coho,,2.1,64.28699,-161.07575,44689,0.9,0.6,51,58,1,,75
4550,8/8/2021,33,1,5,5,N,12:50,M,575,12:56,coho,,,64.27306,-161.0471,5-7/8 in,1,0.8,NA,56,10,W,100
4555,8/10/2020,33,2,7,2,S,9:52,M,484,10:00,coho,bleeding,2.1,64.28699,-161.07575,44689,0.9,0.6,51,58,1,,75
4570,8/10/2021,33,1,6,1,N,11:58,M,967,12:05,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4575,8/10/2020,33,2,7,3,S,10:10,M,558,10:15,coho,,2.1,64.28699,-161.07575,44689,0.9,0.6,51,58,1,,75
4590,8/10/2021,33,1,6,2,S,12:00,M,533,12:14,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4595,8/10/2020,33,2,7,4,N,11:08,M,542,11:13,coho,,2.1,64.28699,-161.07575,44689,0.9,0.6,51,58,1,,75
4610,8/10/2021,33,1,6,3,N,12:27,M,516,12:50,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4615,8/10/2020,33,2,7,5,N,12:14,F,544,12:19,coho,,1.1,64.132,-160.95424,44750,1.5,1.25,62,58,1,S,25
